id_pedido,data_registro,cliente_nome,filial_origem,tipo_veiculo,valor_frete,distancia_km,tempo_estimado_horas,tempo_realizado_horas,status_pedido,motivo_ocorrencia,custo_combustivel
PED-103713,2026-01-21 18:20:00,Cliente 109,Filial Paranaguá,Pesado (Tratocaminhão),2562.67,1069.7,22.9,33.66245209419359,Atrasado,Problema Mecânico,2445.88
PED-103714,2026-02-21 17:42:00,Cliente 72,Filial Campo Largo,Médio,1130.97,1187.9,35.6,32.628936116001114,Entregue,,2814.92
PED-103715,2026-03-08 16:43:00,Cliente 103,Filial São Paulo,Pesado (Tratocaminhão),0.0,612.2,41.3,,Cancelado,Cancelado pelo Cliente,955.33
PED-103716,2026-06-09 09:39:00,Cliente 141,Filial Campo Largo,Leve (VUC),5897.4,971.6,11.4,10.086604232034245,Entregue,,564.54
PED-103717,2026-03-10 03:57:00,Cliente 65,Filial São Paulo,Leve (VUC),7253.23,684.6,30.2,29.547640069236316,Entregue,,1390.24
PED-103718,2026-01-28 20:51:00,Cliente 134,Filial Campo Largo,Leve (VUC),2313.01,588.9,26.7,25.30145024828787,Entregue,,273.98
PED-103719,2026-02-20 20:03:00,Cliente 112,Filial Paranaguá,Leve (VUC),0.0,649.9,35.9,,Cancelado,Erro de Carga,2673.29
PED-103720,2026-03-20 16:43:00,Cliente 79,Filial Paranaguá,Pesado (Tratocaminhão),2095.53,586.3,33.7,34.33214766943315,Entregue,,871.18
PED-103721,2026-03-15 14:41:00,Cliente 126,Filial São Paulo,Médio,5257.2,511.0,39.2,37.418340754182104,Entregue,,1738.03
PED-103722,2026-01-23 17:00:00,Cliente 121,Filial Paranaguá,Leve (VUC),1085.29,871.2,15.6,13.217129353804744,Entregue,,522.27
PED-103723,2026-02-04 20:57:00,Cliente 87,Filial São Paulo,Leve (VUC),4597.07,307.1,11.2,10.418795601281962,Entregue,,1749.12
PED-103724,2026-02-28 11:00:00,Cliente 48,Filial Campo Largo,Leve (VUC),2384.33,743.5,38.8,38.843838162616436,Entregue,,309.18
PED-103725,2026-05-11 02:36:00,Cliente 88,Filial Paranaguá,Semipesado,6980.92,858.4,17.9,15.688703341149372,Entregue,,2352.66
PED-103726,2026-01-29 00:35:00,Cliente 68,Filial Paranaguá,Leve (VUC),0.0,1071.6,14.5,,Cancelado,Erro de Carga,2875.18
PED-103727,2026-05-02 03:48:00,Cliente 101,Filial São Paulo,Leve (VUC),3289.08,404.9,16.8,17.00947998073809,Entregue,,1059.53
PED-103728,2026-01-14 17:26:00,Cliente 17,Filial São Paulo,Pesado (Tratocaminhão),6384.75,1034.1,4.1,1.3018454361300908,Entregue,,923.0
PED-103729,2026-05-30 15:02:00,Cliente 38,Filial São Paulo,Semipesado,3567.92,1134.9,37.3,34.50760709325928,Entregue,,1454.39
PED-103730,2026-03-26 08:22:00,Cliente 138,Filial São Paulo,Pesado (Tratocaminhão),2168.89,781.9,34.6,34.13180130622166,Entregue,,1935.93
PED-103731,2026-01-21 04:42:00,Cliente 54,Filial Curitiba - HQ,Médio,4332.81,928.0,27.0,29.640031091417402,Atrasado,Endereço Não Encontrado,729.09
PED-103732,2026-01-26 08:57:00,Cliente 134,Filial São Paulo,Semipesado,0.0,492.8,34.7,,Cancelado,Cancelado pelo Cliente,2449.26
PED-103733,2026-02-07 23:10:00,Cliente 134,Filial Curitiba - HQ,Pesado (Tratocaminhão),3532.24,1143.0,18.5,19.234578955999805,Entregue,,755.9
PED-103734,2026-01-29 14:54:00,Cliente 52,Filial Campo Largo,Pesado (Tratocaminhão),1430.22,808.3,14.9,12.332774342125736,Entregue,,215.33
PED-103735,2026-03-01 02:00:00,Cliente 15,Filial São Paulo,Médio,3181.61,379.1,41.5,38.507534741598874,Entregue,,1667.9
PED-103736,2026-03-02 21:18:00,Cliente 68,Filial Curitiba - HQ,Médio,7181.33,491.1,20.9,20.49837794515887,Entregue,,522.42
PED-103737,2026-01-22 13:48:00,Cliente 112,Filial Curitiba - HQ,Leve (VUC),0.0,745.1,10.2,,Cancelado,Erro de Carga,2155.07
PED-103738,2026-05-03 13:43:00,Cliente 104,Filial Curitiba - HQ,Leve (VUC),3359.12,288.6,36.2,35.568334768242515,Entregue,,668.92
PED-103739,2026-05-24 00:12:00,Cliente 7,Filial Paranaguá,Semipesado,5036.2,907.2,16.8,16.56559143156691,Entregue,,2488.67
PED-103740,2026-05-20 22:50:00,Cliente 51,Filial Curitiba - HQ,Semipesado,1049.62,277.4,11.0,11.49226021442557,Entregue,,1517.03
PED-103741,2026-04-12 06:32:00,Cliente 58,Filial São Paulo,Médio,2914.67,714.2,2.3,1.0,Entregue,,1785.58
PED-103742,2026-01-29 04:05:00,Cliente 109,Filial São Paulo,Semipesado,0.0,839.4,46.6,,Cancelado,Avarias no Veículo,722.44
PED-103743,2026-06-08 15:30:00,Cliente 111,Filial São Paulo,Leve (VUC),0.0,1033.1,23.0,,Cancelado,Cancelado pelo Cliente,610.73
PED-103744,2026-04-22 13:32:00,Cliente 31,Filial Curitiba - HQ,Médio,5762.19,883.3,8.6,7.788118995433118,Entregue,,1967.62
PED-103745,2026-02-21 09:23:00,Cliente 92,Filial Curitiba - HQ,Pesado (Tratocaminhão),6389.62,960.6,36.6,35.503283558236156,Entregue,,915.29
PED-103746,2026-03-15 08:30:00,Cliente 106,Filial Paranaguá,Médio,2439.43,1096.4,42.7,42.61707993189916,Entregue,,1280.59
PED-103747,2026-03-18 02:58:00,Cliente 13,Filial Campo Largo,Semipesado,2003.0,721.3,25.8,35.16387280873815,Atrasado,Clima Adverso,1542.46
PED-103748,2026-04-24 19:33:00,Cliente 146,Filial Paranaguá,Leve (VUC),6903.75,1017.1,2.3,1.070735232010513,Entregue,,842.97
PED-103749,2026-06-05 18:22:00,Cliente 119,Filial São Paulo,Leve (VUC),5848.01,285.9,18.2,18.598297960594067,Entregue,,2427.19
PED-103750,2026-04-19 12:32:00,Cliente 141,Filial São Paulo,Pesado (Tratocaminhão),1293.66,979.5,12.4,9.638618101821287,Entregue,,2830.39
PED-103751,2026-03-10 23:02:00,Cliente 115,Filial São Paulo,Pesado (Tratocaminhão),1985.38,273.8,30.9,30.638471137408082,Entregue,,1409.3
PED-103752,2026-03-02 06:23:00,Cliente 57,Filial Paranaguá,Médio,0.0,1122.2,25.4,,Cancelado,Erro de Carga,2769.14
PED-103753,2026-05-31 17:31:00,Cliente 126,Filial São Paulo,Leve (VUC),0.0,402.7,17.7,,Cancelado,Avarias no Veículo,2671.51
PED-103754,2026-02-25 20:06:00,Cliente 54,Filial São Paulo,Pesado (Tratocaminhão),4029.22,214.5,31.5,32.422478920028084,Entregue,,664.93
PED-103755,2026-04-07 04:48:00,Cliente 133,Filial São Paulo,Pesado (Tratocaminhão),7160.8,186.3,28.5,27.783420386671864,Entregue,,685.47
PED-103756,2026-05-05 07:14:00,Cliente 19,Filial Curitiba - HQ,Médio,3441.65,232.9,43.6,42.132423369634324,Entregue,,1536.73
PED-103757,2026-05-12 01:04:00,Cliente 77,Filial Campo Largo,Médio,6671.77,542.6,29.0,34.80959812443776,Atrasado,Trânsito Intenso,1672.4
PED-103758,2026-05-01 04:37:00,Cliente 69,Filial Curitiba - HQ,Leve (VUC),0.0,631.4,24.9,,Cancelado,Erro de Carga,1155.16
PED-103759,2026-05-02 00:03:00,Cliente 44,Filial Curitiba - HQ,Semipesado,1351.34,1097.4,39.7,36.759995134168214,Entregue,,1076.18
PED-103760,2026-02-08 21:25:00,Cliente 38,Filial Campo Largo,Semipesado,5711.55,463.4,10.5,11.237521686453691,Entregue,,1407.83
PED-103761,2026-02-02 07:19:00,Cliente 62,Filial Campo Largo,Leve (VUC),4141.46,268.8,12.4,10.728470529028419,Entregue,,2133.34
PED-103762,2026-01-16 20:44:00,Cliente 22,Filial Paranaguá,Semipesado,0.0,895.1,37.8,,Cancelado,Cancelado pelo Cliente,436.3
PED-103763,2026-05-07 22:17:00,Cliente 73,Filial Campo Largo,Leve (VUC),2526.85,170.2,21.8,22.159030879295113,Entregue,,2189.63
PED-103764,2026-03-03 19:41:00,Cliente 125,Filial Paranaguá,Leve (VUC),4401.33,1071.8,20.2,20.225738805230538,Entregue,,2793.47
PED-103765,2026-01-12 00:41:00,Cliente 5,Filial Paranaguá,Pesado (Tratocaminhão),4711.92,497.2,42.7,43.414952142967564,Entregue,,2337.82
PED-103766,2026-03-14 02:59:00,Cliente 54,Filial Curitiba - HQ,Semipesado,7277.23,740.5,29.7,29.58763881127338,Entregue,,736.7
PED-103767,2026-04-25 08:41:00,Cliente 86,Filial São Paulo,Leve (VUC),0.0,231.6,38.7,,Cancelado,Erro de Carga,444.95
PED-103768,2026-01-16 23:49:00,Cliente 3,Filial Curitiba - HQ,Semipesado,1940.88,183.2,39.1,39.015548483983224,Entregue,,1573.07
PED-103769,2026-03-19 02:33:00,Cliente 38,Filial Curitiba - HQ,Semipesado,5917.94,960.6,6.6,6.873794455692285,Entregue,,2877.94
PED-103770,2026-06-01 08:12:00,Cliente 142,Filial Campo Largo,Médio,558.04,521.3,31.7,29.10310296415128,Entregue,,2493.37
PED-103771,2026-05-10 06:47:00,Cliente 142,Filial Campo Largo,Semipesado,1408.66,1184.2,45.8,44.04523678047114,Entregue,,1775.65
PED-103772,2026-05-07 20:18:00,Cliente 73,Filial Paranaguá,Leve (VUC),1897.9,633.9,23.6,23.65203667751344,Entregue,,600.35
PED-103773,2026-03-30 14:21:00,Cliente 38,Filial Paranaguá,Pesado (Tratocaminhão),4680.4,1016.3,35.4,33.54447273994272,Entregue,,2198.74
PED-103774,2026-06-09 20:38:00,Cliente 125,Filial Paranaguá,Semipesado,1862.8,1176.2,27.6,26.19910065197352,Entregue,,2476.4
PED-103775,2026-05-08 19:07:00,Cliente 70,Filial Campo Largo,Leve (VUC),3056.91,344.6,10.6,10.363139788074907,Entregue,,2818.19
PED-103776,2026-02-11 04:08:00,Cliente 65,Filial Paranaguá,Médio,2199.46,963.0,10.2,8.9729085935674,Entregue,,1913.93
PED-103777,2026-01-25 00:01:00,Cliente 25,Filial Paranaguá,Semipesado,2861.92,36.2,21.4,20.29093008940959,Entregue,,1640.5
PED-103778,2026-01-19 13:19:00,Cliente 16,Filial Campo Largo,Pesado (Tratocaminhão),7097.16,818.9,23.7,22.660902880792772,Entregue,,1933.71
PED-103779,2026-03-11 16:59:00,Cliente 15,Filial São Paulo,Semipesado,7481.63,896.8,24.6,23.530533807567156,Entregue,,2841.11
PED-103780,2026-03-30 05:03:00,Cliente 131,Filial Curitiba - HQ,Leve (VUC),0.0,578.1,45.9,,Cancelado,Erro de Carga,1958.76
PED-103781,2026-04-04 19:02:00,Cliente 37,Filial Campo Largo,Semipesado,0.0,202.9,5.7,,Cancelado,Cancelado pelo Cliente,921.26
PED-103782,2026-03-28 18:17:00,Cliente 125,Filial Paranaguá,Semipesado,0.0,743.9,18.9,,Cancelado,Erro de Carga,1981.22
PED-103783,2026-06-03 23:35:00,Cliente 113,Filial Curitiba - HQ,Médio,5901.57,1078.1,25.2,24.476531853220962,Entregue,,2663.28
PED-103784,2026-01-08 16:30:00,Cliente 1,Filial Campo Largo,Semipesado,0.0,1118.3,46.3,,Cancelado,Avarias no Veículo,1787.61
PED-103785,2026-05-01 00:26:00,Cliente 71,Filial Curitiba - HQ,Pesado (Tratocaminhão),0.0,897.9,24.7,,Cancelado,Cancelado pelo Cliente,1607.56
PED-103786,2026-01-04 21:25:00,Cliente 103,Filial Curitiba - HQ,Semipesado,2672.05,323.8,37.4,35.40334215845124,Entregue,,2253.43
PED-103787,2026-04-20 02:36:00,Cliente 19,Filial São Paulo,Médio,2904.02,1045.7,36.2,33.81245192109976,Entregue,,2050.77
PED-103788,2026-03-12 00:30:00,Cliente 52,Filial Paranaguá,Leve (VUC),3084.78,1067.7,27.6,37.777721878890304,Atrasado,Clima Adverso,358.73
PED-103789,2026-05-05 11:10:00,Cliente 118,Filial Campo Largo,Semipesado,2910.2,447.0,7.1,5.33719251334903,Entregue,,2230.87
PED-103790,2026-03-29 07:31:00,Cliente 107,Filial Paranaguá,Semipesado,6009.65,227.7,11.3,11.992455404298749,Entregue,,1341.14
PED-103791,2026-02-26 05:59:00,Cliente 55,Filial São Paulo,Médio,5733.23,1050.8,12.3,16.293963306565615,Atrasado,Clima Adverso,2834.52
PED-103792,2026-03-27 01:18:00,Cliente 14,Filial São Paulo,Médio,532.2,1063.3,2.8,14.454402217738235,Atrasado,Atraso no Carregamento,2918.25
PED-103793,2026-04-26 19:55:00,Cliente 13,Filial Campo Largo,Médio,0.0,130.1,18.8,,Cancelado,Erro de Carga,1456.47
PED-103794,2026-01-14 00:09:00,Cliente 84,Filial Campo Largo,Semipesado,4865.65,1160.7,29.7,29.999039921561863,Entregue,,2912.63
PED-103795,2026-03-21 03:26:00,Cliente 90,Filial São Paulo,Pesado (Tratocaminhão),1341.86,644.4,7.8,5.969818178912446,Entregue,,1070.3
PED-103796,2026-04-02 10:15:00,Cliente 27,Filial Campo Largo,Médio,998.39,1192.5,9.2,8.243484810753941,Entregue,,2111.4
PED-103797,2026-02-28 19:32:00,Cliente 89,Filial Curitiba - HQ,Leve (VUC),6298.79,539.6,34.2,33.46296947849941,Entregue,,410.15
PED-103798,2026-01-19 20:21:00,Cliente 137,Filial Curitiba - HQ,Semipesado,3668.79,644.6,9.0,6.346187274101229,Entregue,,605.97
PED-103799,2026-01-09 08:08:00,Cliente 41,Filial São Paulo,Leve (VUC),6489.81,326.6,7.4,5.567175667704489,Entregue,,2620.67
PED-103800,2026-01-27 16:43:00,Cliente 48,Filial Paranaguá,Leve (VUC),6264.87,1079.7,47.0,55.90658695027697,Atrasado,Atraso no Carregamento,2702.6
PED-103801,2026-02-14 07:15:00,Cliente 12,Filial Campo Largo,Pesado (Tratocaminhão),0.0,538.0,1.7,,Cancelado,Avarias no Veículo,1691.31
PED-103802,2026-05-26 00:00:00,Cliente 138,Filial Campo Largo,Leve (VUC),837.92,979.4,16.3,16.93188525764256,Entregue,,1151.37
PED-103803,2026-01-06 08:54:00,Cliente 6,Filial Curitiba - HQ,Médio,1802.91,104.9,2.6,11.244332891516477,Atrasado,Clima Adverso,1462.87
PED-103804,2026-01-05 15:17:00,Cliente 41,Filial Campo Largo,Médio,2573.0,948.0,40.4,38.09106318195899,Entregue,,2634.95
PED-103805,2026-03-23 00:18:00,Cliente 6,Filial Paranaguá,Semipesado,1453.61,593.4,28.4,26.465378589337913,Entregue,,790.78
PED-103806,2026-05-16 02:57:00,Cliente 130,Filial Campo Largo,Pesado (Tratocaminhão),3898.29,16.4,3.3,1.0,Entregue,,1025.64
PED-103807,2026-01-25 04:54:00,Cliente 15,Filial Campo Largo,Pesado (Tratocaminhão),6092.84,279.3,29.9,29.989328644122043,Entregue,,2399.24
PED-103808,2026-03-23 17:52:00,Cliente 145,Filial Curitiba - HQ,Leve (VUC),7158.27,240.5,6.8,3.891311343212401,Entregue,,2818.75
PED-103809,2026-04-05 00:46:00,Cliente 16,Filial Campo Largo,Pesado (Tratocaminhão),0.0,904.6,24.3,,Cancelado,Avarias no Veículo,460.2
PED-103810,2026-05-26 06:15:00,Cliente 85,Filial São Paulo,Leve (VUC),3701.36,577.9,32.5,29.959872095281487,Entregue,,2450.56
PED-103811,2026-03-21 14:37:00,Cliente 10,Filial São Paulo,Leve (VUC),4955.44,200.1,8.0,8.353266701231224,Entregue,,2006.19
PED-103812,2026-05-15 13:42:00,Cliente 138,Filial Paranaguá,Pesado (Tratocaminhão),2114.87,315.6,24.4,21.983585646440424,Entregue,,846.16
PED-103813,2026-03-04 15:24:00,Cliente 138,Filial Paranaguá,Semipesado,0.0,609.9,22.5,,Cancelado,Avarias no Veículo,2316.29
PED-103814,2026-06-09 05:21:00,Cliente 19,Filial Paranaguá,Leve (VUC),6598.28,33.4,44.0,42.27475623596131,Entregue,,2238.16
PED-103815,2026-05-24 19:28:00,Cliente 68,Filial Paranaguá,Médio,704.38,514.7,47.8,45.1977749170035,Entregue,,597.68
PED-103816,2026-05-24 11:16:00,Cliente 42,Filial Curitiba - HQ,Médio,4229.31,816.9,31.8,43.01343271818519,Atrasado,Problema Mecânico,1606.3
PED-103817,2026-03-05 12:07:00,Cliente 140,Filial Campo Largo,Pesado (Tratocaminhão),0.0,626.1,41.2,,Cancelado,Cancelado pelo Cliente,2323.22
PED-103818,2026-01-05 11:40:00,Cliente 146,Filial Curitiba - HQ,Pesado (Tratocaminhão),1354.07,721.7,31.4,39.1942571898589,Atrasado,Clima Adverso,736.32
PED-103819,2026-01-03 02:32:00,Cliente 84,Filial Paranaguá,Leve (VUC),7377.82,398.7,42.2,43.05293838630334,Entregue,,1495.74
PED-103820,2026-05-01 21:49:00,Cliente 134,Filial Campo Largo,Leve (VUC),586.74,227.9,21.4,21.67972131104726,Entregue,,538.08
PED-103821,2026-05-17 08:17:00,Cliente 53,Filial São Paulo,Médio,6702.84,973.6,29.6,26.984888052530557,Entregue,,1059.14
PED-103822,2026-01-29 06:26:00,Cliente 98,Filial Curitiba - HQ,Leve (VUC),2975.71,1087.7,40.7,41.21371161820983,Entregue,,810.25
PED-103823,2026-04-10 12:16:00,Cliente 42,Filial Campo Largo,Médio,1428.83,617.8,44.2,41.58380209024638,Entregue,,1614.2
PED-103824,2026-02-25 01:45:00,Cliente 30,Filial São Paulo,Leve (VUC),1601.51,373.0,2.2,1.0,Entregue,,595.4
PED-103825,2026-03-08 04:13:00,Cliente 9,Filial São Paulo,Semipesado,5408.25,618.3,5.9,17.10123730627218,Atrasado,Atraso no Carregamento,1272.82
PED-103826,2026-03-08 22:38:00,Cliente 34,Filial Paranaguá,Semipesado,6595.04,1056.0,44.8,45.369649144280466,Entregue,,970.46
PED-103827,2026-04-04 17:44:00,Cliente 88,Filial São Paulo,Médio,4987.46,832.8,27.7,24.881272064885547,Entregue,,2288.94
PED-103828,2026-05-31 21:09:00,Cliente 145,Filial São Paulo,Semipesado,7001.07,1031.8,47.5,46.814409272058974,Entregue,,2159.08
PED-103829,2026-03-18 15:40:00,Cliente 50,Filial Paranaguá,Semipesado,6397.35,400.8,38.3,36.707355933065024,Entregue,,465.81
PED-103830,2026-04-08 22:36:00,Cliente 76,Filial Campo Largo,Pesado (Tratocaminhão),0.0,857.3,39.5,,Cancelado,Avarias no Veículo,2869.75
PED-103831,2026-03-02 21:16:00,Cliente 46,Filial Campo Largo,Leve (VUC),5186.01,787.1,19.1,17.49456686765274,Entregue,,2285.11
PED-103832,2026-04-28 03:48:00,Cliente 46,Filial Paranaguá,Pesado (Tratocaminhão),2632.44,690.2,13.1,11.18618713715961,Entregue,,1924.68
PED-103833,2026-01-02 23:49:00,Cliente 126,Filial Curitiba - HQ,Médio,3681.5,638.6,29.1,29.69380508995339,Entregue,,1537.56
PED-103834,2026-05-03 21:42:00,Cliente 17,Filial Paranaguá,Pesado (Tratocaminhão),1158.22,665.7,42.3,40.036372180722374,Entregue,,698.18
PED-103835,2026-03-18 07:58:00,Cliente 66,Filial Campo Largo,Médio,2474.69,1021.1,35.1,35.79930486829145,Entregue,,2893.64
PED-103836,2026-01-12 03:52:00,Cliente 104,Filial Curitiba - HQ,Semipesado,0.0,1100.0,23.2,,Cancelado,Cancelado pelo Cliente,222.0
PED-103837,2026-04-05 08:58:00,Cliente 5,Filial Paranaguá,Pesado (Tratocaminhão),2028.67,144.3,36.4,34.89843747949828,Entregue,,2138.95
PED-103838,2026-01-07 22:23:00,Cliente 123,Filial Campo Largo,Semipesado,5032.76,686.8,33.4,35.63152433609641,Atrasado,Endereço Não Encontrado,1620.84
PED-103839,2026-03-10 04:16:00,Cliente 125,Filial Campo Largo,Leve (VUC),6961.23,1102.9,43.9,40.90787089912163,Entregue,,2727.23
PED-103840,2026-01-30 08:05:00,Cliente 112,Filial Campo Largo,Semipesado,534.58,170.3,13.4,24.947064923588762,Atrasado,Endereço Não Encontrado,1265.95
PED-103841,2026-03-30 18:15:00,Cliente 16,Filial São Paulo,Leve (VUC),6000.4,501.3,6.6,4.336368938353619,Entregue,,1652.2
PED-103842,2026-03-07 09:15:00,Cliente 81,Filial São Paulo,Semipesado,4989.23,116.0,23.1,22.444580762499065,Entregue,,2278.55
PED-103843,2026-02-06 14:12:00,Cliente 91,Filial Curitiba - HQ,Pesado (Tratocaminhão),0.0,145.0,18.0,,Cancelado,Avarias no Veículo,333.19
PED-103844,2026-03-18 12:46:00,Cliente 135,Filial Curitiba - HQ,Pesado (Tratocaminhão),6031.17,1085.9,46.8,46.588050378624246,Entregue,,352.53
PED-103845,2026-04-20 07:42:00,Cliente 136,Filial Curitiba - HQ,Semipesado,2071.65,541.0,1.4,7.973461016526299,Atrasado,Clima Adverso,792.68
PED-103846,2026-04-30 03:25:00,Cliente 72,Filial São Paulo,Médio,2360.74,829.6,44.9,42.09973879999273,Entregue,,609.99
PED-103847,2026-01-10 00:28:00,Cliente 96,Filial Curitiba - HQ,Médio,0.0,175.3,45.9,,Cancelado,Erro de Carga,218.04
PED-103848,2026-01-05 12:00:00,Cliente 111,Filial Campo Largo,Leve (VUC),0.0,36.1,3.4,,Cancelado,Erro de Carga,1944.37
PED-103849,2026-05-11 02:06:00,Cliente 82,Filial Campo Largo,Leve (VUC),3987.57,1069.7,42.8,43.73452748014977,Entregue,,2428.63
PED-103850,2026-01-15 07:02:00,Cliente 38,Filial Curitiba - HQ,Semipesado,0.0,693.7,23.1,,Cancelado,Avarias no Veículo,2879.92
PED-103851,2026-04-03 06:17:00,Cliente 54,Filial Curitiba - HQ,Pesado (Tratocaminhão),1681.28,33.8,37.0,37.68608520761584,Entregue,,1434.52
PED-103852,2026-03-16 10:48:00,Cliente 76,Filial São Paulo,Leve (VUC),6365.67,1190.9,4.7,3.541704562726687,Entregue,,983.22
PED-103853,2026-03-01 05:39:00,Cliente 15,Filial Campo Largo,Semipesado,6634.65,595.7,45.9,44.34876006205688,Entregue,,2618.93
PED-103854,2026-06-06 09:27:00,Cliente 116,Filial Paranaguá,Leve (VUC),4284.06,576.3,29.6,28.03599083849422,Entregue,,2564.31
PED-103855,2026-05-01 18:02:00,Cliente 9,Filial Paranaguá,Pesado (Tratocaminhão),2209.58,748.9,43.2,42.77366245985763,Entregue,,1949.56
PED-103856,2026-02-05 10:14:00,Cliente 8,Filial São Paulo,Leve (VUC),1172.77,19.4,32.6,32.65055281624373,Entregue,,964.82
PED-103857,2026-04-25 12:25:00,Cliente 110,Filial São Paulo,Semipesado,6579.81,687.3,26.2,26.318454243936397,Entregue,,2743.85
PED-103858,2026-03-25 12:32:00,Cliente 147,Filial São Paulo,Leve (VUC),0.0,759.1,9.1,,Cancelado,Avarias no Veículo,699.52
PED-103859,2026-01-05 04:13:00,Cliente 51,Filial Campo Largo,Médio,592.26,363.4,9.4,9.743600416639945,Entregue,,322.21
PED-103860,2026-04-01 22:13:00,Cliente 31,Filial Curitiba - HQ,Leve (VUC),0.0,875.0,23.2,,Cancelado,Erro de Carga,2430.53
PED-103861,2026-04-14 03:38:00,Cliente 102,Filial Curitiba - HQ,Pesado (Tratocaminhão),5618.9,459.1,41.9,39.62557549156429,Entregue,,1778.25
PED-103862,2026-03-24 14:53:00,Cliente 3,Filial São Paulo,Pesado (Tratocaminhão),3702.76,864.2,6.4,7.387794936955695,Entregue,,890.11
PED-103863,2026-05-12 18:30:00,Cliente 99,Filial Campo Largo,Pesado (Tratocaminhão),859.87,181.2,47.9,48.72444558977068,Entregue,,2078.51
PED-103864,2026-01-09 20:12:00,Cliente 83,Filial Paranaguá,Pesado (Tratocaminhão),5330.2,1097.3,42.2,42.691924238883736,Entregue,,2346.81
PED-103865,2026-03-01 13:53:00,Cliente 43,Filial São Paulo,Semipesado,4996.33,1056.6,19.5,18.819037669296982,Entregue,,2564.73
PED-103866,2026-03-15 15:30:00,Cliente 29,Filial Campo Largo,Leve (VUC),0.0,189.2,12.9,,Cancelado,Cancelado pelo Cliente,989.95
PED-103867,2026-01-23 05:25:00,Cliente 10,Filial São Paulo,Leve (VUC),1978.42,1126.8,44.3,41.79569639033568,Entregue,,271.64
PED-103868,2026-04-19 12:50:00,Cliente 140,Filial Campo Largo,Leve (VUC),0.0,673.8,6.8,,Cancelado,Cancelado pelo Cliente,1628.11
PED-103869,2026-02-19 18:00:00,Cliente 46,Filial Campo Largo,Leve (VUC),3854.18,845.0,17.3,17.856202103572397,Entregue,,2597.02
PED-103870,2026-02-09 21:47:00,Cliente 30,Filial São Paulo,Semipesado,4254.47,1009.9,4.9,2.1445498522408903,Entregue,,781.9
PED-103871,2026-02-09 05:47:00,Cliente 94,Filial Curitiba - HQ,Pesado (Tratocaminhão),4320.81,109.4,45.8,43.15499911482804,Entregue,,1379.15
PED-103872,2026-03-16 16:54:00,Cliente 32,Filial São Paulo,Leve (VUC),2507.65,211.4,30.0,27.91240556645488,Entregue,,917.98
PED-103873,2026-04-17 07:21:00,Cliente 47,Filial Curitiba - HQ,Leve (VUC),2250.94,355.6,16.8,16.79191210110333,Entregue,,237.42
PED-103874,2026-03-09 10:07:00,Cliente 88,Filial Curitiba - HQ,Pesado (Tratocaminhão),533.36,577.9,13.9,13.605207871931135,Entregue,,2715.87
PED-103875,2026-05-17 01:15:00,Cliente 63,Filial Paranaguá,Médio,3276.27,421.8,21.9,20.236620126945805,Entregue,,578.15
PED-103876,2026-04-05 05:52:00,Cliente 131,Filial Campo Largo,Médio,3895.72,612.0,5.3,5.133204419609152,Entregue,,2346.95
PED-103877,2026-03-31 18:27:00,Cliente 23,Filial São Paulo,Pesado (Tratocaminhão),0.0,231.2,42.8,,Cancelado,Cancelado pelo Cliente,1170.49
PED-103878,2026-03-13 13:23:00,Cliente 74,Filial Campo Largo,Leve (VUC),966.39,821.8,25.0,24.334623734614734,Entregue,,977.51
PED-103879,2026-04-22 11:36:00,Cliente 50,Filial Paranaguá,Pesado (Tratocaminhão),6967.93,76.3,35.1,32.58987220170509,Entregue,,2834.88
PED-103880,2026-02-25 23:50:00,Cliente 124,Filial Curitiba - HQ,Leve (VUC),2347.71,440.1,12.0,11.784066605172015,Entregue,,2040.16
PED-103881,2026-02-01 17:40:00,Cliente 13,Filial São Paulo,Leve (VUC),3067.04,223.0,24.7,25.68854248679,Entregue,,2123.38
PED-103882,2026-01-25 19:43:00,Cliente 126,Filial Campo Largo,Médio,838.54,878.6,10.9,13.744914151560508,Atrasado,Trânsito Intenso,2327.03
PED-103883,2026-03-07 09:00:00,Cliente 29,Filial Paranaguá,Médio,5071.95,1061.5,39.4,37.44400402008945,Entregue,,1154.61
PED-103884,2026-03-17 08:35:00,Cliente 121,Filial Curitiba - HQ,Leve (VUC),5462.46,103.8,37.4,35.615087743426564,Entregue,,1778.26
PED-103885,2026-02-07 00:41:00,Cliente 90,Filial Curitiba - HQ,Leve (VUC),7001.54,944.2,8.0,13.746771131946115,Atrasado,Trânsito Intenso,956.63
PED-103886,2026-03-02 13:21:00,Cliente 133,Filial Campo Largo,Leve (VUC),2857.8,1075.9,4.5,11.648510259218783,Atrasado,Endereço Não Encontrado,2536.72
PED-103887,2026-03-30 17:05:00,Cliente 148,Filial Curitiba - HQ,Médio,2301.58,1169.0,39.7,48.589795191164924,Atrasado,Problema Mecânico,1878.06
PED-103888,2026-03-23 19:15:00,Cliente 78,Filial Paranaguá,Leve (VUC),0.0,699.5,6.2,,Cancelado,Erro de Carga,881.54
PED-103889,2026-01-15 15:07:00,Cliente 109,Filial Curitiba - HQ,Pesado (Tratocaminhão),5447.61,399.6,26.8,24.614074948692124,Entregue,,2719.32
PED-103890,2026-01-13 22:42:00,Cliente 14,Filial São Paulo,Semipesado,7059.87,393.1,26.1,24.66279169579148,Entregue,,1826.35
